epoch train_loss test_loss  accuracy
1.5580488344555752  1.5923966742173497 0.3931
1.5576940650598576  1.5922037805012912 0.3933
1.5573962820987628  1.5920162432364275 0.3936
1.5570414920398796  1.5918273673213619 0.394
1.5567146884725627  1.591640681213302 0.3943
1.556469361577202  1.5914594019556407 0.3941
1.5562045486567062  1.5912778119235746 0.3943
1.555952941420708  1.591099430578626 0.3947
1.5556807033171853  1.5909232011962895 0.395
1.5554329337987085  1.5907458818975022 0.3946
1.555182370610396  1.5905715959866165 0.3945
1.5549077626553973  1.590395465505766 0.3943
1.5546511170017976  1.590223066051978 0.3949
1.554467410449555  1.5900596521383543 0.3947
1.5541877110002595  1.589889168573078 0.3945
1.5539737166423961  1.589725565253301 0.3951
1.5537103021053549  1.5895644759016514 0.3959
1.553467557930824  1.5894065880425565 0.3958
1.5532077090384975  1.5892484782985121 0.3955
1.5529488933008526  1.589094451427479 0.396
1.5526522125826518  1.5889404512406817 0.3956
1.5524322890073694  1.5887970294655291 0.3958
1.552144957007486  1.5886518526636804 0.3967
1.5519152363370996  1.588507165721752 0.3972
1.5516671011358596  1.5883608087637011 0.3971
1.5514175262246725  1.5882100637091352 0.3972
1.5512259205930075  1.588061534349464 0.3978
1.5510245168116528  1.5879216604131468 0.3977
1.5508786617908379  1.587791380601015 0.398
1.5506473112838524  1.587649350391834 0.3979
1.5504572604937372  1.58750852538182 0.3983
1.5502915068054353  1.5873685181661847 0.3988
1.5501656477488677  1.587238877961853 0.3989
1.5499751260848464  1.587108142703215 0.3988
1.5497128130992752  1.5869865952775633 0.4
1.5495925535242119  1.5868615666077708 0.4001
1.549432439435943  1.5867301563844791 0.3999
1.549255309576427  1.5866058871358757 0.3995
1.5490921340519843  1.5864770195916917 0.4001
1.5489547803768777  1.5863528895147612 0.4003
1.5488482056770476  1.586237714370951 0.4003
1.5486518397838456  1.5861196596055334 0.4004
1.5485004126644377  1.585994244167761 0.4003
1.5484236961283429  1.5858813156433647 0.4004
1.548245400086094  1.5857679913542855 0.4005
1.5481406761547785  1.5856468770730408 0.4008
1.5480228992158611  1.58552715393705 0.401
1.548000350606362  1.5854089053097686 0.4008
1.5478337491313316  1.5852891642487794 0.4009
1.5477051533574429  1.5851725497476057 0.4006
1.5476331367552494  1.585053242525546 0.4
1.5475258157082006  1.5849325361884334 0.3997
1.5474870443289586  1.5848161459730106 0.4003
1.5473541962521444  1.5846959521143205 0.4003
1.5472751584705655  1.5845854110130924 0.4004
1.547129795527466  1.5844653749086968 0.4008
1.5469831620340708  1.584353077478653 0.4003
1.5469068443973677  1.5842348876194632 0.4004
1.546738054691992  1.584118895734458 0.4
1.5465838185912844  1.584002320707368 0.3997
1.5464389755238581  1.5838868714718544 0.4
1.5463403605898278  1.5837780810562758 0.3996
1.546155440633564  1.5836656257773647 0.3997
1.5460166220645508  1.5835487252369407 0.4002
1.5458795019132046  1.5834347752218862 0.4001
1.5457522350600783  1.5833205061927285 0.3999
1.545630708976909  1.5832074893215722 0.4009
1.545562481745901  1.5830997230717436 0.4
1.5454428167454932  1.5829910623912755 0.3999
1.5453372366407467  1.5828815853178135 0.3998
1.545257961258786  1.5827756760582812 0.3999
1.5452055965075644  1.582662843440355 0.4
1.5452407306409643  1.5825622667021941 0.4002
1.5452011688320406  1.5824546741388168 0.4
1.5451288315228122  1.582346649153869 0.3999
1.5450634595979362  1.5822409235962571 0.4002
1.5449439609397466  1.5821361229099036 0.4002
1.5447974434960485  1.58203132337596 0.4003
1.544665565367619  1.5819294811458957 0.4001
1.5444441604429795  1.5818248735830494 0.4001
1.5442321364729337  1.5817205156653662 0.4002
1.5440350355693415  1.5816242586434779 0.4003
1.5439293389722863  1.5815258696938022 0.4007
1.543726339292436  1.5814234857772227 0.4005
1.5435138649741973  1.5813230718021793 0.4003
1.5432886470926883  1.5812213653293727 0.4002
1.543115469257122  1.581122534338197 0.4004
1.5430097596738515  1.5810243341559618 0.4003
1.5427999962530645  1.5809240787783456 0.4008
1.5426148812073948  1.5808291251535618 0.401
1.5423459410135842  1.580729690628344 0.4013
1.5421465874962177  1.580634597664214 0.4011
1.5418811174339855  1.5805413923148623 0.401
1.5415859994873298  1.580446193632496 0.4012
1.5413660700502738  1.5803568061268483 0.402
1.5411214226019325  1.5802611792265142 0.4017
1.5408352139741632  1.5801652524887675 0.4015
1.5406319244166202  1.5800799780285462 0.4014
1.5404237679587223  1.5799841101098708 0.4015
1.5402047675655222  1.5799051511076951 0.4015
1.5400088032307977  1.5798272919388565 0.4011
1.539915267259205  1.5797535216891707 0.4011
1.5397860316443872  1.5796665105659056 0.4022
1.5396727316506433  1.579585057179341 0.4019
1.5395136665308875  1.5794953814155712 0.4014
1.539445795956282  1.5794182668750878 0.4014
1.5392015804135635  1.5793232958161856 0.4016
1.5391653350950587  1.5792473399585192 0.4019
1.5390138558450965  1.579167342473244 0.4014
1.5388627423973311  1.5790735865607128 0.4014
1.5387540887056375  1.5789870247399884 0.4012
1.5387305858156852  1.5789132192012414 0.4011
1.5385714522652865  1.578833800565124 0.4013
1.5384145297682503  1.578748007023096 0.4009
1.5383451484899269  1.5786691639743502 0.4015
1.538352227271709  1.578598227220788 0.4016
1.5382865647692094  1.5785178495020178 0.4017
1.5381710994267372  1.5784366706325481 0.4016
1.5380611003073108  1.5783576138181619 0.4017
1.5380725178987324  1.5782929329365605 0.4016
1.5379680034957326  1.5782194341522444 0.4014
1.5378186600553636  1.578136736847262 0.4014
1.537665603850592  1.5780648145508622 0.4017
1.5376096637695873  1.578004332254867 0.4015
1.5374412520927077  1.5779273114927743 0.4017
1.5372218309767305  1.57784977601701 0.4018
1.5371138847236185  1.577787036365415 0.4016
1.5368541820604318  1.5777088644578912 0.4019
1.5366073595643215  1.577629889131378 0.4018
1.5364605297620895  1.577570489711461 0.402
epoch train_loss test_loss  accuracy
1.5224827071559905  1.5826546859931516 0.3969
1.5294106760783148  1.5796546391031348 0.4002
1.5319057738074122  1.578156894572823 0.4029
1.5318843745471844  1.5770698185867396 0.4045
1.5316420666946662  1.5764950041320809 0.4017
1.532429042928096  1.575863906093213 0.4008
1.532660297960313  1.5755507964806643 0.4002
1.5323450769799054  1.5752935825298422 0.4008
1.5351836492036526  1.5750174943584168 0.3977
1.53617976390219  1.5746241010651238 0.3985
1.537240609650402  1.5742616599435475 0.4006
1.5387566834388668  1.5740128445307364 0.4008
1.5397597599528028  1.5738020511961732 0.3995
1.5398453540256707  1.5735570693446657 0.4006
1.5403255693181377  1.57330660822327 0.4006
1.541703112727921  1.5730316213555653 0.4004
1.5422979101405714  1.572845903536423 0.4009
1.5434632997904696  1.5727225503082316 0.4014
1.5444698702756794  1.5726275537535652 0.3996
1.5453409247183616  1.5725674257704694 0.3999
1.5456056571305805  1.5724900482471935 0.4015
1.5447203407807695  1.5725133816437409 0.4
1.5441599838086393  1.5725097009021491 0.4003
1.545232311654928  1.5725522675946695 0.3997
1.5450599929822222  1.572614581762028 0.3991
1.5460395291133633  1.5726490080963134 0.3991
epoch train_loss test_loss  accuracy
1.5439239459805496  1.5718083221893406 0.3992
1.54250688891154  1.5715293996571555 0.4009
1.5418613281646056  1.5713399561200991 0.4009
1.5417201607029953  1.5712300948252125 0.4013
1.5412457305289848  1.5711025209239624 0.401
1.5408173030309593  1.5709937434670178 0.4009
1.5405202668538076  1.5708889066013003 0.4008
1.5402044849557763  1.5708047634673281 0.4007
1.5399351037734963  1.5707124189495123 0.4008
1.539932513675707  1.570636664008511 0.4009
1.5398572583697554  1.570562759521871 0.4009
1.5396832224993282  1.5705004201377522 0.4008
1.5396287265733941  1.5704494104963302 0.4007
1.5395131130369226  1.5703950453483901 0.4006
1.5394072376160193  1.5703493024285833 0.4005
1.5392224545012276  1.5703051060381745 0.4006
1.5390793038361181  1.5702643594289234 0.4009
1.5389800190423  1.5702312907499272 0.4005
1.5388789815041353  1.5701913952858868 0.4005
1.5387908401724137  1.5701514428889343 0.4005
1.5386722979838392  1.5701113623035072 0.4004
1.5384749522457384  1.5700725775123134 0.4003
1.53833250156923  1.5700369731200348 0.4005
1.5381904883827844  1.5700049538396523 0.4006
1.5380663901525444  1.5699722231020752 0.4006
1.5380074861440207  1.5699448801689986 0.4005
1.537891360710745  1.5699135910398625 0.4007
1.5378003897384191  1.5698846488807041 0.4008
1.5377487366444769  1.5698632162355768 0.4009
1.537641435802575  1.5698351081914854 0.4011
1.5375430842131141  1.5698095242173917 0.4013
1.5374853771717258  1.5697869104468023 0.4016
1.5375031154343866  1.5697671415356171 0.4014
1.5374249675882623  1.5697409310310249 0.4016
1.5373337338581754  1.5697167487728434 0.4013
1.5372325198116819  1.569692570638597 0.4014
1.5371508374073368  1.569669354633642 0.4012
1.5370979866489174  1.5696499178094196 0.4013
1.5369862911554064  1.5696259944315567 0.4012
1.5368863059779978  1.5696040267662255 0.4011
1.536791477606899  1.569585555521399 0.4012
1.536690431668788  1.5695692833548793 0.4011
1.536593320874711  1.569552147963962 0.4013
1.5364789601141398  1.569538214445031 0.4013
1.5363855713006689  1.5695217167895192 0.4012
1.536268244399772  1.5695021335091572 0.4011
1.5361492188974122  1.5694816659232802 0.4012
1.5360413501646952  1.5694613799232975 0.4013
1.535951005706453  1.5694429269781314 0.401
1.5358479305614054  1.569425845619239 0.4011
1.5357679475945398  1.569401161207746 0.4011
1.5357208490154097  1.5693790324530958 0.401
1.5356317739935186  1.5693581034422193 0.4009
1.535553631132774  1.5693379927577735 0.4009
1.535469688414661  1.569318369221954 0.4009
1.5354121159103882  1.569302986995114 0.4008
1.535334644715216  1.5692855207327174 0.4007
1.5353716843254503  1.569273172107984 0.4007
1.5353203725233309  1.5692598171151875 0.4006
1.535257790185196  1.5692436420557767 0.4007
1.5351864117478609  1.5692318305609307 0.4009
1.535078786992005  1.5692206454497066 0.4008
1.5350081815923209  1.5692150058233196 0.4009
1.5348992059161883  1.5692077512545537 0.4009
1.5347717128819645  1.5692011925910938 0.4008
1.534632900362477  1.569194883166751 0.4007
1.534517904844116  1.5691910227851735 0.4009
1.5344205353759126  1.5691861618231688 0.4006
1.534307758842482  1.56917898645926 0.4004
1.5342187272246897  1.569173260181024 0.4007
1.5341312997565417  1.569169564386586 0.4008
1.5340352597542548  1.5691700883326183 0.4008
1.5339299699012587  1.5691673723304207 0.4008
1.5338691437059653  1.5691692477801884 0.4006
1.5338011488546603  1.5691645043431632 0.4006
1.5337058769022736  1.5691597387384073 0.4005
epoch train_loss test_loss  accuracy
1.5331450702901328  1.5691028489835275 0.3998
1.532800204370077  1.569071823629547 0.4001
1.5325443411547086  1.5690507784598502 0.4001
1.532339555117211  1.5690351810645533 0.3997
1.5321702152993366  1.5690229328114382 0.3997
1.5320248144536464  1.5690131736361563 0.3998
1.5318973654646417  1.5690050910626214 0.4001
1.5317849858827817  1.5689982509350158 0.3997
1.5316835354265341  1.5689923723572077 0.3996
1.5315907865251084  1.5689873638636795 0.3996
1.5315057773178395  1.5689830836096956 0.3995
epoch train_loss test_loss  accuracy
2.454385812625141  2.552274842679167 0.1001
2.3489423144039754  2.184523509694855 0.2012
2.3155640797137766  2.582763847554453 0.1246
2.061212967163326  2.1749045073423776 0.189
2.2203533157793625  2.128253488560478 0.2024
2.4449486449136093  2.191215508854178 0.2106
2.050777151487454  2.1364837243114927 0.2083
2.0462192070760605  2.2332087921415695 0.15
2.184293427390147  2.1467760871138273 0.2043
2.2084804658218466  2.1949744295123557 0.1972
2.1740068111223043  2.2061674656485053 0.2053
2.182035979254092  2.19691914176459 0.2037
2.1817798749909296  2.197457649908903 0.2068
2.176036508455251  2.1909334761329515 0.2021
2.1863052997594283  2.2361435083398917 0.2062
2.2050203511310666  2.2002100804128144 0.2036
